Target,Model Type,Model,PROCHECK
T1036s1-D1,two_best_supervised,Mod-2best_supervised_0,96.5|3.5|0.0|0.0
T1036s1-D1,two_best_supervised,Mod-2best_supervised_1,95.7|3.7|0.2|0.4
T1036s1-D1,two_best_supervised,Mod-2best_supervised_2,95.9|4.1|0.0|0.0
T1036s1-D1,two_best_supervised,Mod-2best_supervised_3,95.4|4.6|0.0|0.0
T1036s1-D1,two_best_supervised,Mod-2best_supervised_4,95.6|4.3|0.2|0.0
T1036s1-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.5|3.5|0.0|0.0
T1036s1-D1,two_best_unsupervised,Mod-2best_unsupervised_1,95.7|3.7|0.2|0.4
T1036s1-D1,two_best_unsupervised,Mod-2best_unsupervised_2,95.9|4.1|0.0|0.0
T1036s1-D1,two_best_unsupervised,Mod-2best_unsupervised_3,95.4|4.6|0.0|0.0
T1036s1-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.6|4.3|0.2|0.0
T1037-D1,AlphaFold,ranked_0,94.3|5.4|0.0|0.3
T1037-D1,AlphaFold,ranked_1,94.0|5.7|0.0|0.3
T1037-D1,AlphaFold,ranked_2,93.2|6.2|0.0|0.5
T1037-D1,AlphaFold,ranked_3,93.2|6.5|0.0|0.3
T1037-D1,AlphaFold,ranked_4,91.0|8.7|0.0|0.3
T1037-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.9|3.5|0.5|0.0
T1037-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,94.8|3.8|0.3|1.1
T1037-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.1|4.1|0.5|0.3
T1037-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,95.7|3.5|0.5|0.3
T1037-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,95.1|4.3|0.5|0.0
T1037-D1,two_best_supervised,Mod-2best_supervised_0,94.0|5.2|0.5|0.3
T1037-D1,two_best_supervised,Mod-2best_supervised_1,94.3|4.9|0.8|0.0
T1037-D1,two_best_supervised,Mod-2best_supervised_2,94.6|4.6|0.5|0.3
T1037-D1,two_best_supervised,Mod-2best_supervised_3,95.9|4.1|0.0|0.0
T1037-D1,two_best_supervised,Mod-2best_supervised_4,94.6|5.2|0.0|0.3
T1037-D1,two_best_unsupervised,Mod-2best_unsupervised_0,94.3|5.2|0.3|0.3
T1037-D1,two_best_unsupervised,Mod-2best_unsupervised_1,95.7|4.1|0.3|0.0
T1037-D1,two_best_unsupervised,Mod-2best_unsupervised_2,95.1|4.3|0.5|0.0
T1037-D1,two_best_unsupervised,Mod-2best_unsupervised_3,95.7|4.1|0.3|0.0
T1037-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.1|4.3|0.3|0.3
T1038-D0,AlphaFold,ranked_0,93.4|6.6|0.0|0.0
T1038-D0,AlphaFold,ranked_1,95.2|4.8|0.0|0.0
T1038-D0,AlphaFold,ranked_2,93.4|6.6|0.0|0.0
T1038-D0,AlphaFold,ranked_3,85.0|14.4|0.0|0.6
T1038-D0,AlphaFold,ranked_4,82.6|15.6|1.2|0.6
T1038-D0,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,84.4|12.0|3.0|0.6
T1038-D0,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,82.6|13.8|1.2|2.4
T1038-D0,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,80.2|13.8|2.4|3.6
T1038-D0,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,82.6|12.6|1.2|3.6
T1038-D0,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,80.8|14.4|3.0|1.8
T1038-D0,two_best_supervised,Mod-2best_supervised_0,95.2|4.8|0.0|0.0
T1038-D0,two_best_supervised,Mod-2best_supervised_1,95.2|4.8|0.0|0.0
T1038-D0,two_best_supervised,Mod-2best_supervised_2,95.8|4.2|0.0|0.0
T1038-D0,two_best_supervised,Mod-2best_supervised_3,95.2|3.6|1.2|0.0
T1038-D0,two_best_supervised,Mod-2best_supervised_4,95.2|4.8|0.0|0.0
T1038-D0,two_best_unsupervised,Mod-2best_unsupervised_0,94.6|4.2|1.2|0.0
T1038-D0,two_best_unsupervised,Mod-2best_unsupervised_1,95.8|4.2|0.0|0.0
T1038-D0,two_best_unsupervised,Mod-2best_unsupervised_2,94.0|6.0|0.0|0.0
T1038-D0,two_best_unsupervised,Mod-2best_unsupervised_3,94.0|6.0|0.0|0.0
T1038-D0,two_best_unsupervised,Mod-2best_unsupervised_4,96.4|3.6|0.0|0.0
T1038-D1,AlphaFold,ranked_0,90.1|8.9|1.0|0.0
T1038-D1,AlphaFold,ranked_1,88.1|10.9|1.0|0.0
T1038-D1,AlphaFold,ranked_2,86.1|8.9|4.0|1.0
T1038-D1,AlphaFold,ranked_3,84.2|12.9|3.0|0.0
T1038-D1,AlphaFold,ranked_4,90.1|9.9|0.0|0.0
T1038-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,87.1|9.9|3.0|0.0
T1038-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,88.1|9.9|1.0|1.0
T1038-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,84.2|13.9|1.0|1.0
T1038-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,86.1|12.9|0.0|1.0
T1038-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,88.1|10.9|1.0|0.0
T1038-D1,two_best_supervised,Mod-2best_supervised_0,89.1|9.9|0.0|1.0
T1038-D1,two_best_supervised,Mod-2best_supervised_1,87.1|10.9|1.0|1.0
T1038-D1,two_best_supervised,Mod-2best_supervised_2,90.1|8.9|0.0|1.0
T1038-D1,two_best_supervised,Mod-2best_supervised_3,90.1|7.9|0.0|2.0
T1038-D1,two_best_supervised,Mod-2best_supervised_4,92.1|6.9|0.0|1.0
T1038-D1,two_best_unsupervised,Mod-2best_unsupervised_0,88.1|10.9|1.0|0.0
T1038-D1,two_best_unsupervised,Mod-2best_unsupervised_1,89.1|10.9|0.0|0.0
T1038-D1,two_best_unsupervised,Mod-2best_unsupervised_2,91.1|7.9|0.0|1.0
T1038-D1,two_best_unsupervised,Mod-2best_unsupervised_3,88.1|10.9|0.0|1.0
T1038-D1,two_best_unsupervised,Mod-2best_unsupervised_4,90.1|9.9|0.0|0.0
T1038-D2,AlphaFold,ranked_0,93.8|6.2|0.0|0.0
T1038-D2,AlphaFold,ranked_1,93.8|6.2|0.0|0.0
T1038-D2,AlphaFold,ranked_2,90.6|7.8|0.0|1.6
T1038-D2,AlphaFold,ranked_3,95.3|4.7|0.0|0.0
T1038-D2,AlphaFold,ranked_4,93.8|6.2|0.0|0.0
T1038-D2,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,96.9|3.1|0.0|0.0
T1038-D2,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,95.3|4.7|0.0|0.0
T1038-D2,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,96.9|3.1|0.0|0.0
T1038-D2,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,95.3|4.7|0.0|0.0
T1038-D2,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,96.9|3.1|0.0|0.0
T1038-D2,two_best_supervised,Mod-2best_supervised_0,96.9|3.1|0.0|0.0
T1038-D2,two_best_supervised,Mod-2best_supervised_1,95.3|4.7|0.0|0.0
T1038-D2,two_best_supervised,Mod-2best_supervised_2,95.3|4.7|0.0|0.0
T1038-D2,two_best_supervised,Mod-2best_supervised_3,93.8|6.2|0.0|0.0
T1038-D2,two_best_supervised,Mod-2best_supervised_4,95.3|4.7|0.0|0.0
T1038-D2,two_best_unsupervised,Mod-2best_unsupervised_0,96.9|3.1|0.0|0.0
T1038-D2,two_best_unsupervised,Mod-2best_unsupervised_1,95.3|4.7|0.0|0.0
T1038-D2,two_best_unsupervised,Mod-2best_unsupervised_2,96.9|3.1|0.0|0.0
T1038-D2,two_best_unsupervised,Mod-2best_unsupervised_3,93.8|6.2|0.0|0.0
T1038-D2,two_best_unsupervised,Mod-2best_unsupervised_4,96.9|3.1|0.0|0.0
T1039-D1,AlphaFold,ranked_0,91.8|8.2|0.0|0.0
T1039-D1,AlphaFold,ranked_1,93.2|6.1|0.7|0.0
T1039-D1,AlphaFold,ranked_2,93.2|6.8|0.0|0.0
T1039-D1,AlphaFold,ranked_3,92.5|6.8|0.0|0.7
T1039-D1,AlphaFold,ranked_4,92.5|7.5|0.0|0.0
T1039-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.2|4.8|0.0|0.0
T1039-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,93.2|6.1|0.7|0.0
T1039-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,93.9|6.1|0.0|0.0
T1039-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,93.9|5.4|0.7|0.0
T1039-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,94.6|5.4|0.0|0.0
T1039-D1,two_best_supervised,Mod-2best_supervised_0,93.9|6.1|0.0|0.0
T1039-D1,two_best_supervised,Mod-2best_supervised_1,95.9|4.1|0.0|0.0
T1039-D1,two_best_supervised,Mod-2best_supervised_2,95.2|4.8|0.0|0.0
T1039-D1,two_best_supervised,Mod-2best_supervised_3,93.2|6.8|0.0|0.0
T1039-D1,two_best_supervised,Mod-2best_supervised_4,95.2|4.8|0.0|0.0
T1039-D1,two_best_unsupervised,Mod-2best_unsupervised_0,95.2|4.1|0.7|0.0
T1039-D1,two_best_unsupervised,Mod-2best_unsupervised_1,94.6|5.4|0.0|0.0
T1039-D1,two_best_unsupervised,Mod-2best_unsupervised_2,95.2|4.8|0.0|0.0
T1039-D1,two_best_unsupervised,Mod-2best_unsupervised_3,94.6|5.4|0.0|0.0
T1039-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.2|4.1|0.7|0.0
T1040-D1,AlphaFold,ranked_0,91.1|8.1|0.8|0.0
T1040-D1,AlphaFold,ranked_1,90.2|9.8|0.0|0.0
T1040-D1,AlphaFold,ranked_2,92.7|7.3|0.0|0.0
T1040-D1,AlphaFold,ranked_3,95.1|4.9|0.0|0.0
T1040-D1,AlphaFold,ranked_4,87.8|12.2|0.0|0.0
T1040-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,97.6|2.4|0.0|0.0
T1040-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,96.7|3.3|0.0|0.0
T1040-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,93.5|5.7|0.0|0.8
T1040-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,95.1|4.9|0.0|0.0
T1040-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,96.7|3.3|0.0|0.0
T1040-D1,two_best_supervised,Mod-2best_supervised_0,94.3|4.1|0.8|0.8
T1040-D1,two_best_supervised,Mod-2best_supervised_1,95.1|4.9|0.0|0.0
T1040-D1,two_best_supervised,Mod-2best_supervised_2,95.9|3.3|0.0|0.8
T1040-D1,two_best_supervised,Mod-2best_supervised_3,95.9|4.1|0.0|0.0
T1040-D1,two_best_supervised,Mod-2best_supervised_4,96.7|2.4|0.0|0.8
T1040-D1,two_best_unsupervised,Mod-2best_unsupervised_0,94.3|3.3|1.6|0.8
T1040-D1,two_best_unsupervised,Mod-2best_unsupervised_1,95.9|3.3|0.8|0.0
T1040-D1,two_best_unsupervised,Mod-2best_unsupervised_2,97.6|1.6|0.0|0.8
T1040-D1,two_best_unsupervised,Mod-2best_unsupervised_3,93.5|5.7|0.8|0.0
T1040-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.1|4.1|0.0|0.8
T1041-D1,AlphaFold,ranked_0,91.2|8.8|0.0|0.0
T1041-D1,AlphaFold,ranked_1,93.5|6.0|0.0|0.5
T1041-D1,AlphaFold,ranked_2,94.0|5.6|0.5|0.0
T1041-D1,AlphaFold,ranked_3,91.2|8.3|0.5|0.0
T1041-D1,AlphaFold,ranked_4,89.8|8.8|1.4|0.0
T1041-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,94.0|4.2|1.9|0.0
T1041-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,94.4|5.1|0.5|0.0
T1041-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,94.9|3.7|1.4|0.0
T1041-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,94.9|4.6|0.5|0.0
T1041-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,93.5|4.6|1.4|0.5
T1041-D1,two_best_supervised,Mod-2best_supervised_0,94.9|5.1|0.0|0.0
T1041-D1,two_best_supervised,Mod-2best_supervised_1,94.9|5.1|0.0|0.0
T1041-D1,two_best_supervised,Mod-2best_supervised_2,95.4|4.6|0.0|0.0
T1041-D1,two_best_supervised,Mod-2best_supervised_3,95.8|3.7|0.5|0.0
T1041-D1,two_best_supervised,Mod-2best_supervised_4,94.0|6.0|0.0|0.0
T1041-D1,two_best_unsupervised,Mod-2best_unsupervised_0,94.4|4.6|0.9|0.0
T1041-D1,two_best_unsupervised,Mod-2best_unsupervised_1,94.0|4.2|0.9|0.9
T1041-D1,two_best_unsupervised,Mod-2best_unsupervised_2,94.9|4.2|0.9|0.0
T1041-D1,two_best_unsupervised,Mod-2best_unsupervised_3,93.1|6.0|0.9|0.0
T1041-D1,two_best_unsupervised,Mod-2best_unsupervised_4,94.0|5.1|0.5|0.5
T1042-D1,AlphaFold,ranked_0,86.5|13.5|0.0|0.0
T1042-D1,AlphaFold,ranked_1,90.6|8.6|0.8|0.0
T1042-D1,AlphaFold,ranked_2,88.0|11.7|0.4|0.0
T1042-D1,AlphaFold,ranked_3,91.0|8.6|0.4|0.0
T1042-D1,AlphaFold,ranked_4,86.1|13.2|0.8|0.0
T1042-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,89.1|9.8|0.4|0.8
T1042-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,89.1|9.8|1.1|0.0
T1042-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,89.1|9.8|0.4|0.8
T1042-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,88.3|10.9|0.0|0.8
T1042-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,89.1|9.4|1.1|0.4
T1042-D1,two_best_supervised,Mod-2best_supervised_0,91.7|8.3|0.0|0.0
T1042-D1,two_best_supervised,Mod-2best_supervised_1,93.2|6.4|0.0|0.4
T1042-D1,two_best_supervised,Mod-2best_supervised_2,93.2|6.8|0.0|0.0
T1042-D1,two_best_supervised,Mod-2best_supervised_3,92.5|7.1|0.0|0.4
T1042-D1,two_best_supervised,Mod-2best_supervised_4,93.2|6.8|0.0|0.0
T1042-D1,two_best_unsupervised,Mod-2best_unsupervised_0,89.1|9.8|1.1|0.0
T1042-D1,two_best_unsupervised,Mod-2best_unsupervised_1,92.9|6.8|0.4|0.0
T1042-D1,two_best_unsupervised,Mod-2best_unsupervised_2,90.2|9.0|0.4|0.4
T1042-D1,two_best_unsupervised,Mod-2best_unsupervised_3,91.7|7.9|0.4|0.0
T1042-D1,two_best_unsupervised,Mod-2best_unsupervised_4,92.1|7.1|0.8|0.0
T1043-D1,AlphaFold,ranked_0,81.8|16.7|1.5|0.0
T1043-D1,AlphaFold,ranked_1,81.1|15.9|3.0|0.0
T1043-D1,AlphaFold,ranked_2,81.1|16.7|2.3|0.0
T1043-D1,AlphaFold,ranked_3,81.1|18.2|0.0|0.8
T1043-D1,AlphaFold,ranked_4,78.0|20.5|0.8|0.8
T1043-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,81.8|15.2|2.3|0.8
T1043-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,80.3|15.9|2.3|1.5
T1043-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,78.0|18.9|2.3|0.8
T1043-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,84.1|12.9|2.3|0.8
T1043-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,77.3|18.9|2.3|1.5
T1043-D1,two_best_supervised,Mod-2best_supervised_0,92.4|6.8|0.0|0.8
T1043-D1,two_best_supervised,Mod-2best_supervised_1,91.7|7.6|0.8|0.0
T1043-D1,two_best_supervised,Mod-2best_supervised_2,90.2|7.6|2.3|0.0
T1043-D1,two_best_supervised,Mod-2best_supervised_3,90.2|9.1|0.0|0.8
T1043-D1,two_best_supervised,Mod-2best_supervised_4,91.7|6.1|2.3|0.0
T1043-D1,two_best_unsupervised,Mod-2best_unsupervised_0,91.7|7.6|0.8|0.0
T1043-D1,two_best_unsupervised,Mod-2best_unsupervised_1,86.4|9.8|3.0|0.8
T1043-D1,two_best_unsupervised,Mod-2best_unsupervised_2,89.4|7.6|2.3|0.8
T1043-D1,two_best_unsupervised,Mod-2best_unsupervised_3,90.9|6.1|2.3|0.8
T1043-D1,two_best_unsupervised,Mod-2best_unsupervised_4,90.9|8.3|0.0|0.8
T1045s1-D1,AlphaFold,ranked_0,93.3|6.0|0.7|0.0
T1045s1-D1,AlphaFold,ranked_1,91.8|7.5|0.7|0.0
T1045s1-D1,AlphaFold,ranked_2,94.0|5.2|0.7|0.0
T1045s1-D1,AlphaFold,ranked_3,91.8|7.5|0.7|0.0
T1045s1-D1,AlphaFold,ranked_4,92.5|6.7|0.7|0.0
T1045s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,95.5|3.0|1.5|0.0
T1045s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,96.3|3.0|0.7|0.0
T1045s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,95.5|3.7|0.7|0.0
T1045s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,96.3|3.0|0.7|0.0
T1045s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,95.5|3.7|0.7|0.0
T1045s1-D1,two_best_supervised,Mod-2best_supervised_0,97.0|2.2|0.0|0.7
T1045s1-D1,two_best_supervised,Mod-2best_supervised_1,95.5|4.5|0.0|0.0
T1045s1-D1,two_best_supervised,Mod-2best_supervised_2,94.8|4.5|0.0|0.7
T1045s1-D1,two_best_supervised,Mod-2best_supervised_3,94.8|4.5|0.7|0.0
T1045s1-D1,two_best_supervised,Mod-2best_supervised_4,95.5|4.5|0.0|0.0
T1045s1-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.3|3.0|0.7|0.0
T1045s1-D1,two_best_unsupervised,Mod-2best_unsupervised_1,95.5|4.5|0.0|0.0
T1045s1-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.3|3.0|0.7|0.0
T1045s1-D1,two_best_unsupervised,Mod-2best_unsupervised_3,96.3|3.7|0.0|0.0
T1045s1-D1,two_best_unsupervised,Mod-2best_unsupervised_4,95.5|4.5|0.0|0.0
T1045s2-D1,AlphaFold,ranked_0,96.6|3.4|0.0|0.0
T1045s2-D1,AlphaFold,ranked_1,94.6|5.4|0.0|0.0
T1045s2-D1,AlphaFold,ranked_2,96.6|3.4|0.0|0.0
T1045s2-D1,AlphaFold,ranked_3,95.3|4.7|0.0|0.0
T1045s2-D1,AlphaFold,ranked_4,97.3|2.7|0.0|0.0
T1045s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,97.3|2.7|0.0|0.0
T1045s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,96.0|4.0|0.0|0.0
T1045s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,97.3|2.7|0.0|0.0
T1045s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,98.0|2.0|0.0|0.0
T1045s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,98.0|2.0|0.0|0.0
T1045s2-D1,two_best_supervised,Mod-2best_supervised_0,98.7|1.3|0.0|0.0
T1045s2-D1,two_best_supervised,Mod-2best_supervised_1,97.3|2.7|0.0|0.0
T1045s2-D1,two_best_supervised,Mod-2best_supervised_2,97.3|2.0|0.7|0.0
T1045s2-D1,two_best_supervised,Mod-2best_supervised_3,96.6|3.4|0.0|0.0
T1045s2-D1,two_best_supervised,Mod-2best_supervised_4,97.3|2.7|0.0|0.0
T1045s2-D1,two_best_unsupervised,Mod-2best_unsupervised_0,96.6|3.4|0.0|0.0
T1045s2-D1,two_best_unsupervised,Mod-2best_unsupervised_1,97.3|2.7|0.0|0.0
T1045s2-D1,two_best_unsupervised,Mod-2best_unsupervised_2,97.3|2.7|0.0|0.0
T1045s2-D1,two_best_unsupervised,Mod-2best_unsupervised_3,97.3|2.7|0.0|0.0
T1045s2-D1,two_best_unsupervised,Mod-2best_unsupervised_4,97.3|2.7|0.0|0.0
T1046s1-D1,AlphaFold,ranked_0,93.9|6.1|0.0|0.0
T1046s1-D1,AlphaFold,ranked_1,89.4|10.6|0.0|0.0
T1046s1-D1,AlphaFold,ranked_2,92.4|7.6|0.0|0.0
T1046s1-D1,AlphaFold,ranked_3,93.9|6.1|0.0|0.0
T1046s1-D1,AlphaFold,ranked_4,90.9|9.1|0.0|0.0
T1046s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,98.5|1.5|0.0|0.0
T1046s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,98.5|1.5|0.0|0.0
T1046s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,97.0|3.0|0.0|0.0
T1046s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,97.0|3.0|0.0|0.0
T1046s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,97.0|3.0|0.0|0.0
T1046s1-D1,two_best_supervised,Mod-2best_supervised_0,98.5|1.5|0.0|0.0
T1046s1-D1,two_best_supervised,Mod-2best_supervised_1,93.9|6.1|0.0|0.0
T1046s1-D1,two_best_supervised,Mod-2best_supervised_2,95.5|4.5|0.0|0.0
T1046s1-D1,two_best_supervised,Mod-2best_supervised_3,95.5|4.5|0.0|0.0
T1046s1-D1,two_best_supervised,Mod-2best_supervised_4,97.0|3.0|0.0|0.0
T1046s1-D1,two_best_unsupervised,Mod-2best_unsupervised_0,98.5|1.5|0.0|0.0
T1046s1-D1,two_best_unsupervised,Mod-2best_unsupervised_1,97.0|3.0|0.0|0.0
T1046s1-D1,two_best_unsupervised,Mod-2best_unsupervised_2,97.0|3.0|0.0|0.0
T1046s1-D1,two_best_unsupervised,Mod-2best_unsupervised_3,97.0|3.0|0.0|0.0
T1046s1-D1,two_best_unsupervised,Mod-2best_unsupervised_4,97.0|3.0|0.0|0.0
T1046s2-D1,AlphaFold,ranked_0,92.1|7.1|0.8|0.0
T1046s2-D1,AlphaFold,ranked_1,92.9|7.1|0.0|0.0
T1046s2-D1,AlphaFold,ranked_2,93.7|5.6|0.8|0.0
T1046s2-D1,AlphaFold,ranked_3,92.1|7.9|0.0|0.0
T1046s2-D1,AlphaFold,ranked_4,91.3|8.7|0.0|0.0
T1046s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,92.1|7.1|0.8|0.0
T1046s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,92.1|7.1|0.8|0.0
T1046s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,91.3|7.9|0.8|0.0
T1046s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,91.3|7.9|0.8|0.0
T1046s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,91.3|7.9|0.8|0.0
T1046s2-D1,two_best_supervised,Mod-2best_supervised_0,93.7|5.6|0.8|0.0
T1046s2-D1,two_best_supervised,Mod-2best_supervised_1,92.9|6.3|0.8|0.0
T1046s2-D1,two_best_supervised,Mod-2best_supervised_2,92.9|6.3|0.8|0.0
T1046s2-D1,two_best_supervised,Mod-2best_supervised_3,92.1|7.1|0.8|0.0
T1046s2-D1,two_best_supervised,Mod-2best_supervised_4,92.1|7.1|0.8|0.0
T1046s2-D1,two_best_unsupervised,Mod-2best_unsupervised_0,93.7|5.6|0.8|0.0
T1046s2-D1,two_best_unsupervised,Mod-2best_unsupervised_1,93.7|5.6|0.8|0.0
T1046s2-D1,two_best_unsupervised,Mod-2best_unsupervised_2,92.1|7.1|0.8|0.0
T1046s2-D1,two_best_unsupervised,Mod-2best_unsupervised_3,92.1|7.1|0.8|0.0
T1046s2-D1,two_best_unsupervised,Mod-2best_unsupervised_4,92.1|7.1|0.8|0.0
T1047s1-D1,AlphaFold,ranked_0,86.1|12.1|1.2|0.6
T1047s1-D1,AlphaFold,ranked_1,90.2|8.7|0.6|0.6
T1047s1-D1,AlphaFold,ranked_2,85.5|12.7|1.2|0.6
T1047s1-D1,AlphaFold,ranked_3,88.4|9.8|1.2|0.6
T1047s1-D1,AlphaFold,ranked_4,84.4|14.5|0.6|0.6
T1047s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,97.1|2.3|0.6|0.0
T1047s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,96.5|2.3|0.0|1.2
T1047s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,96.0|3.5|0.0|0.6
T1047s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,97.7|2.3|0.0|0.0
T1047s1-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,95.4|2.9|1.7|0.0
T1047s1-D1,two_best_supervised,Mod-2best_supervised_0,97.1|2.9|0.0|0.0
T1047s1-D1,two_best_supervised,Mod-2best_supervised_1,96.5|2.9|0.0|0.6
T1047s1-D1,two_best_supervised,Mod-2best_supervised_2,96.5|2.9|0.0|0.6
T1047s1-D1,two_best_supervised,Mod-2best_supervised_3,97.1|1.7|1.2|0.0
T1047s1-D1,two_best_supervised,Mod-2best_supervised_4,93.1|5.8|0.6|0.6
T1047s1-D1,two_best_unsupervised,Mod-2best_unsupervised_0,94.8|5.2|0.0|0.0
T1047s1-D1,two_best_unsupervised,Mod-2best_unsupervised_1,97.7|2.3|0.0|0.0
T1047s1-D1,two_best_unsupervised,Mod-2best_unsupervised_2,96.5|2.3|1.2|0.0
T1047s1-D1,two_best_unsupervised,Mod-2best_unsupervised_3,95.4|4.0|0.0|0.6
T1047s1-D1,two_best_unsupervised,Mod-2best_unsupervised_4,98.3|1.2|0.0|0.6
T1047s2-D1,AlphaFold,ranked_0,86.3|13.7|0.0|0.0
T1047s2-D1,AlphaFold,ranked_1,86.3|12.8|0.0|0.9
T1047s2-D1,AlphaFold,ranked_2,85.5|14.5|0.0|0.0
T1047s2-D1,AlphaFold,ranked_3,85.5|14.5|0.0|0.0
T1047s2-D1,AlphaFold,ranked_4,86.3|13.7|0.0|0.0
T1047s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_0,92.3|7.7|0.0|0.0
T1047s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_1,89.7|6.8|1.7|1.7
T1047s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_2,90.6|9.4|0.0|0.0
T1047s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_3,88.0|10.3|1.7|0.0
T1047s2-D1,five_ranked_unsupervised,Mod-5ranked_unsupervised_4,92.3|6.8|0.9|0.0
T1047s2-D1,two_best_supervised,Mod-2best_supervised_0,89.7|10.3|0.0|0.0
T1047s2-D1,two_best_supervised,Mod-2best_supervised_1,94.9|5.1|0.0|0.0
T1047s2-D1,two_best_supervised,Mod-2best_supervised_2,94.0|6.0|0.0|0.0
T1047s2-D1,two_best_supervised,Mod-2best_supervised_3,88.9|10.3|0.9|0.0
T1047s2-D1,two_best_supervised,Mod-2best_supervised_4,91.5|8.5|0.0|0.0
